Negara,Tahun,Jenis_Kelamin,Umur,Jumlah_Bunuhdiri,populasi,Bunuhdiri_per100kpop,GDP_perkapita_usd,Latitude,Longitude,Benua
Argentina,2001-01-01,male,55-74 years,659,2358654,27.94,7900,-34.58333333,-58.666667,South America
Argentina,2001-01-01,male,15-24 years,518,3325440,15.58,7900,-34.58333333,-58.666667,South America
Argentina,2001-01-01,male,35-54 years,625,4145861,15.08,7900,-34.58333333,-58.666667,South America
Argentina,2001-01-01,male,25-34 years,375,2675285,14.02,7900,-34.58333333,-58.666667,South America
Argentina,2001-01-01,female,75+ years,57,978346,5.83,7900,-34.58333333,-58.666667,South America
Argentina,2001-01-01,female,15-24 years,166,3262682,5.09,7900,-34.58333333,-58.666667,South America
Argentina,2001-01-01,female,55-74 years,137,2788628,4.91,7900,-34.58333333,-58.666667,South America
Argentina,2001-01-01,female,35-54 years,210,4306817,4.88,7900,-34.58333333,-58.666667,South America
Argentina,2001-01-01,female,25-34 years,82,2690206,3.05,7900,-34.58333333,-58.666667,South America
Argentina,2001-01-01,male,5-14 years,29,3519935,0.82,7900,-34.58333333,-58.666667,South America
Argentina,2001-01-01,female,5-14 years,24,3411619,0.7,7900,-34.58333333,-58.666667,South America
Argentina,2002-01-01,male,75+ years,234,566447,41.31,2840,-34.58333333,-58.666667,South America
Argentina,2002-01-01,male,55-74 years,615,2387478,25.76,2840,-34.58333333,-58.666667,South America
Argentina,2002-01-01,male,15-24 years,542,3331708,16.27,2840,-34.58333333,-58.666667,South America
Argentina,2002-01-01,male,25-34 years,412,2758283,14.94,2840,-34.58333333,-58.666667,South America
Argentina,2002-01-01,male,35-54 years,619,4191889,14.77,2840,-34.58333333,-58.666667,South America
Argentina,2002-01-01,female,55-74 years,179,2819507,6.35,2840,-34.58333333,-58.666667,South America
Argentina,2002-01-01,female,75+ years,58,1012399,5.73,2840,-34.58333333,-58.666667,South America
Argentina,2002-01-01,female,15-24 years,158,3263542,4.84,2840,-34.58333333,-58.666667,South America
Argentina,2002-01-01,female,35-54 years,194,4355651,4.45,2840,-34.58333333,-58.666667,South America
Argentina,2002-01-01,female,25-34 years,91,2772560,3.28,2840,-34.58333333,-58.666667,South America
Argentina,2002-01-01,male,5-14 years,37,3529201,1.05,2840,-34.58333333,-58.666667,South America
Argentina,2002-01-01,female,5-14 years,23,3418842,0.67,2840,-34.58333333,-58.666667,South America
Argentina,2003-01-01,male,75+ years,272,581842,46.75,3668,-34.58333333,-58.666667,South America
Argentina,2003-01-01,male,55-74 years,577,2420864,23.83,3668,-34.58333333,-58.666667,South America
Argentina,2003-01-01,male,15-24 years,638,3331226,19.15,3668,-34.58333333,-58.666667,South America
Argentina,2003-01-01,male,25-34 years,456,2845955,16.02,3668,-34.58333333,-58.666667,South America
Argentina,2003-01-01,male,35-54 years,625,4237124,14.75,3668,-34.58333333,-58.666667,South America
Argentina,2003-01-01,female,75+ years,68,1044188,6.51,3668,-34.58333333,-58.666667,South America
Argentina,2003-01-01,female,15-24 years,179,3258029,5.49,3668,-34.58333333,-58.666667,South America
Argentina,2003-01-01,female,55-74 years,147,2854473,5.15,3668,-34.58333333,-58.666667,South America
Argentina,2003-01-01,female,35-54 years,196,4402438,4.45,3668,-34.58333333,-58.666667,South America
Argentina,2003-01-01,female,25-34 years,69,2859003,2.41,3668,-34.58333333,-58.666667,South America
Argentina,2003-01-01,male,5-14 years,37,3531507,1.05,3668,-34.58333333,-58.666667,South America
Argentina,2003-01-01,female,5-14 years,25,3419258,0.73,3668,-34.58333333,-58.666667,South America
Argentina,2004-01-01,male,75+ years,227,593409,38.25,4683,-34.58333333,-58.666667,South America
Argentina,2004-01-01,male,55-74 years,500,2459960,20.33,4683,-34.58333333,-58.666667,South America
Argentina,2004-01-01,male,15-24 years,653,3333328,19.59,4683,-34.58333333,-58.666667,South America
Argentina,2004-01-01,male,25-34 years,445,2930079,15.19,4683,-34.58333333,-58.666667,South America
Argentina,2004-01-01,male,35-54 years,599,4284709,13.98,4683,-34.58333333,-58.666667,South America
Argentina,2004-01-01,female,15-24 years,159,3255244,4.88,4683,-34.58333333,-58.666667,South America
Argentina,2004-01-01,female,55-74 years,136,2895423,4.7,4683,-34.58333333,-58.666667,South America
Argentina,2004-01-01,female,75+ years,50,1073648,4.66,4683,-34.58333333,-58.666667,South America
Argentina,2004-01-01,female,35-54 years,185,4450210,4.16,4683,-34.58333333,-58.666667,South America
Argentina,2004-01-01,female,25-34 years,99,2940630,3.37,4683,-34.58333333,-58.666667,South America
Argentina,2004-01-01,male,5-14 years,43,3530061,1.22,4683,-34.58333333,-58.666667,South America
Argentina,2004-01-01,female,5-14 years,25,3416244,0.73,4683,-34.58333333,-58.666667,South America
Argentina,2005-01-01,male,75+ years,225,601176,37.43,5590,-34.58333333,-58.666667,South America
Argentina,2005-01-01,male,55-74 years,489,2505136,19.52,5590,-34.58333333,-58.666667,South America
Argentina,2005-01-01,male,15-24 years,638,3343414,19.08,5590,-34.58333333,-58.666667,South America
Argentina,2005-01-01,male,25-34 years,451,3004991,15.01,5590,-34.58333333,-58.666667,South America
Argentina,2005-01-01,male,35-54 years,539,4336453,12.43,5590,-34.58333333,-58.666667,South America
Argentina,2005-01-01,female,55-74 years,161,2943135,5.47,5590,-34.58333333,-58.666667,South America
Argentina,2005-01-01,female,75+ years,59,1101024,5.36,5590,-34.58333333,-58.666667,South America
Argentina,2005-01-01,female,15-24 years,148,3260468,4.54,5590,-34.58333333,-58.666667,South America
Argentina,2005-01-01,female,35-54 years,171,4500787,3.8,5590,-34.58333333,-58.666667,South America
Argentina,2005-01-01,female,25-34 years,104,3011376,3.45,5590,-34.58333333,-58.666667,South America
Argentina,2005-01-01,male,5-14 years,52,3528848,1.47,5590,-34.58333333,-58.666667,South America
Argentina,2005-01-01,female,5-14 years,21,3413809,0.62,5590,-34.58333333,-58.666667,South America
Argentina,2006-01-01,male,75+ years,246,620010,39.68,6475,-34.58333333,-58.666667,South America
Argentina,2006-01-01,male,15-24 years,656,3357424,19.54,6475,-34.58333333,-58.666667,South America
Argentina,2006-01-01,male,55-74 years,487,2540712,19.17,6475,-34.58333333,-58.666667,South America
Argentina,2006-01-01,male,25-34 years,483,3068991,15.74,6475,-34.58333333,-58.666667,South America
Argentina,2006-01-01,male,35-54 years,585,4383730,13.34,6475,-34.58333333,-58.666667,South America
Argentina,2006-01-01,female,15-24 years,175,3271703,5.35,6475,-34.58333333,-58.666667,South America
Argentina,2006-01-01,female,55-74 years,115,2983954,3.85,6475,-34.58333333,-58.666667,South America
Argentina,2006-01-01,female,35-54 years,160,4549471,3.52,6475,-34.58333333,-58.666667,South America
Argentina,2006-01-01,female,25-34 years,105,3070419,3.42,6475,-34.58333333,-58.666667,South America
Argentina,2006-01-01,female,75+ years,31,1132977,2.74,6475,-34.58333333,-58.666667,South America
Argentina,2006-01-01,male,5-14 years,39,3527369,1.11,6475,-34.58333333,-58.666667,South America
Argentina,2006-01-01,female,5-14 years,26,3412126,0.76,6475,-34.58333333,-58.666667,South America
Argentina,2007-01-01,male,75+ years,225,634995,35.43,7918,-34.58333333,-58.666667,South America
Argentina,2007-01-01,male,15-24 years,577,3381171,17.07,7918,-34.58333333,-58.666667,South America
Argentina,2007-01-01,male,55-74 years,438,2582754,16.96,7918,-34.58333333,-58.666667,South America
Argentina,2007-01-01,male,25-34 years,490,3125322,15.68,7918,-34.58333333,-58.666667,South America
Argentina,2007-01-01,male,35-54 years,571,4436541,12.87,7918,-34.58333333,-58.666667,South America
Argentina,2007-01-01,female,15-24 years,146,3292790,4.43,7918,-34.58333333,-58.666667,South America
Argentina,2007-01-01,female,25-34 years,126,3120162,4.04,7918,-34.58333333,-58.666667,South America
Argentina,2007-01-01,female,55-74 years,108,3033008,3.56,7918,-34.58333333,-58.666667,South America
Argentina,2007-01-01,female,35-54 years,155,4601874,3.37,7918,-34.58333333,-58.666667,South America
Argentina,2007-01-01,female,75+ years,31,1161794,2.67,7918,-34.58333333,-58.666667,South America
Argentina,2007-01-01,male,5-14 years,45,3530454,1.27,7918,-34.58333333,-58.666667,South America
Argentina,2007-01-01,female,5-14 years,34,3414627,1,7918,-34.58333333,-58.666667,South America
Argentina,2008-01-01,male,75+ years,208,646185,32.19,9843,-34.58333333,-58.666667,South America
Argentina,2008-01-01,male,15-24 years,625,3410092,18.33,9843,-34.58333333,-58.666667,South America
Argentina,2008-01-01,male,55-74 years,463,2630686,17.6,9843,-34.58333333,-58.666667,South America
Argentina,2008-01-01,male,25-34 years,531,3172743,16.74,9843,-34.58333333,-58.666667,South America
Argentina,2008-01-01,male,35-54 years,582,4496672,12.94,9843,-34.58333333,-58.666667,South America
Argentina,2008-01-01,female,15-24 years,180,3319037,5.42,9843,-34.58333333,-58.666667,South America
Argentina,2008-01-01,female,35-54 years,173,4660022,3.71,9843,-34.58333333,-58.666667,South America
Argentina,2008-01-01,female,55-74 years,108,3088727,3.5,9843,-34.58333333,-58.666667,South America
Argentina,2008-01-01,female,75+ years,36,1188016,3.03,9843,-34.58333333,-58.666667,South America
Argentina,2008-01-01,female,25-34 years,94,3159967,2.97,9843,-34.58333333,-58.666667,South America
Argentina,2008-01-01,male,5-14 years,39,3539110,1.1,9843,-34.58333333,-58.666667,South America
Argentina,2008-01-01,female,5-14 years,20,3422263,0.58,9843,-34.58333333,-58.666667,South America
Argentina,2009-01-01,male,75+ years,177,653486,27.09,8961,-34.58333333,-58.666667,South America
Argentina,2009-01-01,male,15-24 years,609,3436265,17.72,8961,-34.58333333,-58.666667,South America
Argentina,2009-01-01,male,55-74 years,434,2683502,16.17,8961,-34.58333333,-58.666667,South America
Argentina,2009-01-01,male,25-34 years,504,3210244,15.7,8961,-34.58333333,-58.666667,South America
Argentina,2009-01-01,male,35-54 years,542,4566645,11.87,8961,-34.58333333,-58.666667,South America
Argentina,2009-01-01,female,15-24 years,164,3342385,4.91,8961,-34.58333333,-58.666667,South America
Argentina,2009-01-01,female,55-74 years,112,3148915,3.56,8961,-34.58333333,-58.666667,South America
Argentina,2009-01-01,female,25-34 years,105,3189773,3.29,8961,-34.58333333,-58.666667,South America
Argentina,2009-01-01,female,35-54 years,150,4726814,3.17,8961,-34.58333333,-58.666667,South America
Argentina,2009-01-01,female,75+ years,25,1211934,2.06,8961,-34.58333333,-58.666667,South America
Argentina,2009-01-01,male,5-14 years,34,3553154,0.96,8961,-34.58333333,-58.666667,South America
Argentina,2009-01-01,female,5-14 years,28,3434884,0.82,8961,-34.58333333,-58.666667,South America
Argentina,2010-01-01,male,75+ years,206,657096,31.35,11273,-34.58333333,-58.666667,South America
Argentina,2010-01-01,male,15-24 years,683,3455127,19.77,11273,-34.58333333,-58.666667,South America
Argentina,2010-01-01,male,25-34 years,485,3237957,14.98,11273,-34.58333333,-58.666667,South America
Argentina,2010-01-01,male,55-74 years,397,2740656,14.49,11273,-34.58333333,-58.666667,South America
Argentina,2010-01-01,male,35-54 years,573,4648068,12.33,11273,-34.58333333,-58.666667,South America
Argentina,2010-01-01,female,15-24 years,150,3358103,4.47,11273,-34.58333333,-58.666667,South America
Argentina,2010-01-01,female,35-54 years,162,4804030,3.37,11273,-34.58333333,-58.666667,South America
Argentina,2010-01-01,female,25-34 years,101,3210247,3.15,11273,-34.58333333,-58.666667,South America
Argentina,2010-01-01,female,55-74 years,99,3212253,3.08,11273,-34.58333333,-58.666667,South America
Argentina,2010-01-01,female,75+ years,34,1234182,2.75,11273,-34.58333333,-58.666667,South America
Argentina,2010-01-01,male,5-14 years,33,3570316,0.92,11273,-34.58333333,-58.666667,South America
Argentina,2010-01-01,female,5-14 years,20,3450419,0.58,11273,-34.58333333,-58.666667,South America
Argentina,2011-01-01,male,75+ years,178,674738,26.38,13946,-34.58333333,-58.666667,South America
Argentina,2011-01-01,male,15-24 years,693,3471151,19.96,13946,-34.58333333,-58.666667,South America
Argentina,2011-01-01,male,25-34 years,510,3258804,15.65,13946,-34.58333333,-58.666667,South America
Argentina,2011-01-01,male,55-74 years,416,2788575,14.92,13946,-34.58333333,-58.666667,South America
Argentina,2011-01-01,male,35-54 years,504,4738525,10.64,13946,-34.58333333,-58.666667,South America
Argentina,2011-01-01,female,15-24 years,172,3372659,5.1,13946,-34.58333333,-58.666667,South America
Argentina,2011-01-01,female,35-54 years,157,4893085,3.21,13946,-34.58333333,-58.666667,South America
Argentina,2011-01-01,female,25-34 years,102,3224774,3.16,13946,-34.58333333,-58.666667,South America
Argentina,2011-01-01,female,55-74 years,93,3268753,2.85,13946,-34.58333333,-58.666667,South America
Argentina,2011-01-01,female,75+ years,30,1260121,2.38,13946,-34.58333333,-58.666667,South America
Argentina,2011-01-01,female,5-14 years,29,3472180,0.84,13946,-34.58333333,-58.666667,South America
Argentina,2011-01-01,male,5-14 years,28,3592374,0.78,13946,-34.58333333,-58.666667,South America
Argentina,2012-01-01,male,75+ years,225,688560,32.68,14203,-34.58333333,-58.666667,South America
Argentina,2012-01-01,male,15-24 years,745,3480902,21.4,14203,-34.58333333,-58.666667,South America
Argentina,2012-01-01,male,25-34 years,616,3268154,18.85,14203,-34.58333333,-58.666667,South America
Argentina,2012-01-01,male,55-74 years,451,2839783,15.88,14203,-34.58333333,-58.666667,South America
Argentina,2012-01-01,male,35-54 years,554,4841057,11.44,14203,-34.58333333,-58.666667,South America
Argentina,2012-01-01,female,15-24 years,204,3380770,6.03,14203,-34.58333333,-58.666667,South America
Argentina,2012-01-01,female,35-54 years,164,4993138,3.28,14203,-34.58333333,-58.666667,South America
Argentina,2012-01-01,female,55-74 years,108,3328463,3.24,14203,-34.58333333,-58.666667,South America
Argentina,2012-01-01,female,25-34 years,102,3228400,3.16,14203,-34.58333333,-58.666667,South America
Argentina,2012-01-01,female,75+ years,33,1282726,2.57,14203,-34.58333333,-58.666667,South America
Argentina,2012-01-01,male,5-14 years,29,3615254,0.8,14203,-34.58333333,-58.666667,South America
Argentina,2012-01-01,female,5-14 years,17,3494571,0.49,14203,-34.58333333,-58.666667,South America
Argentina,2013-01-01,male,75+ years,168,699046,24.03,14206,-34.58333333,-58.666667,South America
Argentina,2013-01-01,male,15-24 years,696,3486661,19.96,14206,-34.58333333,-58.666667,South America
Argentina,2013-01-01,male,25-34 years,499,3271373,15.25,14206,-34.58333333,-58.666667,South America
Argentina,2013-01-01,male,55-74 years,398,2894129,13.75,14206,-34.58333333,-58.666667,South America
Argentina,2013-01-01,male,35-54 years,604,4950850,12.2,14206,-34.58333333,-58.666667,South America
Argentina,2013-01-01,female,15-24 years,167,3384642,4.93,14206,-34.58333333,-58.666667,South America
Argentina,2013-01-01,female,25-34 years,102,3226464,3.16,14206,-34.58333333,-58.666667,South America
Argentina,2013-01-01,female,35-54 years,157,5099167,3.08,14206,-34.58333333,-58.666667,South America
Argentina,2013-01-01,female,55-74 years,102,3390673,3.01,14206,-34.58333333,-58.666667,South America
Argentina,2013-01-01,female,75+ years,29,1303352,2.23,14206,-34.58333333,-58.666667,South America
Argentina,2013-01-01,female,5-14 years,32,3515742,0.91,14206,-34.58333333,-58.666667,South America
Argentina,2013-01-01,male,5-14 years,33,3637026,0.91,14206,-34.58333333,-58.666667,South America
Argentina,2014-01-01,male,75+ years,192,706897,27.16,13400,-34.58333333,-58.666667,South America
Argentina,2014-01-01,male,15-24 years,738,3492454,21.13,13400,-34.58333333,-58.666667,South America
Argentina,2014-01-01,male,25-34 years,531,3276955,16.2,13400,-34.58333333,-58.666667,South America
Argentina,2014-01-01,male,55-74 years,405,2951616,13.72,13400,-34.58333333,-58.666667,South America
Argentina,2014-01-01,male,35-54 years,644,5060862,12.73,13400,-34.58333333,-58.666667,South America
Argentina,2014-01-01,female,15-24 years,204,3388324,6.02,13400,-34.58333333,-58.666667,South America
Argentina,2014-01-01,female,35-54 years,196,5203634,3.77,13400,-34.58333333,-58.666667,South America
Argentina,2014-01-01,female,25-34 years,118,3227239,3.66,13400,-34.58333333,-58.666667,South America
Argentina,2014-01-01,female,55-74 years,109,3454994,3.15,13400,-34.58333333,-58.666667,South America
Argentina,2014-01-01,female,75+ years,25,1323654,1.89,13400,-34.58333333,-58.666667,South America
Argentina,2014-01-01,female,5-14 years,35,3533961,0.99,13400,-34.58333333,-58.666667,South America
Argentina,2014-01-01,male,5-14 years,34,3655965,0.93,13400,-34.58333333,-58.666667,South America
Argentina,2015-01-01,male,75+ years,245,712691,34.38,14981,-34.58333333,-58.666667,South America
Argentina,2015-01-01,male,15-24 years,656,3500580,18.74,14981,-34.58333333,-58.666667,South America
Argentina,2015-01-01,male,55-74 years,431,3011963,14.31,14981,-34.58333333,-58.666667,South America
Argentina,2015-01-01,male,25-34 years,465,3289927,14.13,14981,-34.58333333,-58.666667,South America
Argentina,2015-01-01,male,35-54 years,633,5166179,12.25,14981,-34.58333333,-58.666667,South America
Argentina,2015-01-01,female,15-24 years,153,3394201,4.51,14981,-34.58333333,-58.666667,South America
Argentina,2015-01-01,female,55-74 years,125,3520779,3.55,14981,-34.58333333,-58.666667,South America
Argentina,2015-01-01,female,25-34 years,114,3235582,3.52,14981,-34.58333333,-58.666667,South America
Argentina,2015-01-01,female,35-54 years,166,5301368,3.13,14981,-34.58333333,-58.666667,South America
Argentina,2015-01-01,female,75+ years,27,1344980,2.01,14981,-34.58333333,-58.666667,South America
Argentina,2015-01-01,male,5-14 years,39,3672155,1.06,14981,-34.58333333,-58.666667,South America
Argentina,2015-01-01,female,5-14 years,19,3549219,0.54,14981,-34.58333333,-58.666667,South America
Argentina,2017-01-01,male,5-14 years,34,44044811,0.07719411,14613.04182,-34.58333333,-58.666667,South America
Argentina,2017-01-01,male,15-24 years,680,44044811,1.543882207,14613.04182,-34.58333333,-58.666667,South America
Argentina,2017-01-01,male,25-34 years,515,44044811,1.16926373,14613.04182,-34.58333333,-58.666667,South America
